Selected,player,player_id,season,lg,age,team,pos,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,e_fg_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
No Yes,string,string,continuous,ABA NBA,continuous,2TM 3TM 4TM 5TM ANA ATL BAL BLB BOS BRK BUF CAP CAR CHA CHH CHI CHO CHP CHZ CIN CLE DAL DEN DET DLC DNA DNR FLO FTW GSW HOU HSM INA IND INO KCK KCO KEN LAC LAL LAS MEM MIA MIL MIN MLH MMF MMP MMS MMT MNL MNM MNP NJA NJN NOB NOH NOJ NOK NOP NYA NYK NYN OAK OKC ORL PHI PHO PHW POR PTC PTP ROC SAA SAC SAS SDA SDC SDR SDS SEA SFW SSL STL SYR TEX TOR UTA UTS VAN VIR WAS WSA WSB,C PF PG SF SG,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous
class,meta,meta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No,Mike Scott,scottmi01,2017,NBA,28,ATL,PF,18,0,195,3.1,10.9,0.288,0.7,5.0,0.148,2.4,5.9,0.406,0.322,1.3,1.5,0.875,1.8,5.0,6.8,3.1,0.7,0.6,1.5,2.2,8.3
No,Thabo Sefolosha,sefolth01,2017,NBA,32,ATL,SF,62,42,1596,3.9,8.9,0.441,0.9,2.7,0.342,3.0,6.2,0.484,0.492,1.2,1.7,0.733,1.2,4.9,6.1,2.4,2.2,0.7,1.3,2.2,10.0
No,Wayne Selden,seldewa01,2017,NBA,22,2TM,SG,14,5,236,3.8,8.8,0.431,1.1,4.3,0.250,2.7,4.6,0.600,0.491,2.1,3.4,0.636,0.2,2.3,2.4,2.0,0.9,0.2,1.8,2.7,10.8
No,Wayne Selden,seldewa01,2017,NBA,22,NOP,SG,3,3,47,3.8,6.1,0.625,3.1,5.4,0.571,0.8,0.8,1.000,0.875,1.5,3.1,0.500,0.0,3.8,3.8,0.8,1.5,0.0,2.3,4.6,12.3
No,Wayne Selden,seldewa01,2017,NBA,22,MEM,SG,11,2,189,3.8,9.5,0.400,0.6,4.0,0.143,3.2,5.5,0.586,0.430,2.3,3.4,0.667,0.2,1.9,2.1,2.3,0.8,0.2,1.7,2.3,10.5
No,Kevin Séraphin,serapke01,2017,NBA,27,IND,PF,49,3,559,7.0,12.8,0.551,0.0,0.1,0.000,7.0,12.6,0.556,0.551,0.9,1.4,0.636,2.6,6.5,9.1,1.5,0.5,1.3,1.9,4.3,14.9
No,Ramon Sessions,sessira01,2017,NBA,30,CHO,PG,50,1,811,4.4,11.7,0.380,0.9,2.8,0.339,3.5,8.9,0.393,0.420,4.0,5.2,0.771,0.5,2.8,3.2,5.7,1.2,0.1,2.0,1.9,13.8
No,Iman Shumpert,shumpim01,2017,NBA,26,CLE,SG,76,31,1937,3.7,9.1,0.411,1.7,4.9,0.360,2.0,4.2,0.469,0.507,1.3,1.7,0.789,0.7,3.3,4.1,2.0,1.2,0.5,1.4,2.8,10.5
No,Pascal Siakam,siakapa01,2017,NBA,22,TOR,PF,55,38,859,4.3,8.6,0.502,0.0,0.3,0.143,4.3,8.3,0.515,0.505,0.9,1.3,0.688,2.7,5.1,7.8,0.7,1.1,1.9,1.4,4.6,9.6
No,Jonathon Simmons,simmojo02,2017,NBA,27,SAS,SG,78,8,1392,4.6,10.9,0.420,0.8,2.6,0.294,3.8,8.2,0.461,0.456,2.6,3.4,0.750,0.5,3.6,4.1,3.3,1.2,0.6,2.0,3.8,12.5
No,Kyle Singler,singlky01,2017,NBA,28,OKC,SF,32,2,385,3.2,7.8,0.410,0.7,3.5,0.189,2.5,4.3,0.587,0.452,1.2,1.6,0.765,0.7,3.7,4.5,0.8,0.7,0.5,1.0,2.7,8.2
No,Marcus Smart,smartma01,2017,NBA,22,BOS,SG,79,24,2399,4.0,11.2,0.359,1.4,5.0,0.283,2.6,6.3,0.420,0.422,3.0,3.8,0.812,1.2,3.4,4.6,5.5,1.9,0.5,2.4,2.9,12.5
No,Ish Smith,smithis01,2017,NBA,28,DET,PG,81,32,1955,6.1,13.8,0.439,0.5,1.9,0.267,5.5,11.9,0.467,0.458,1.3,1.9,0.706,0.4,3.9,4.3,7.7,1.1,0.6,2.1,2.3,14.0
No,Jason Smith,smithja02,2017,NBA,30,WAS,C,74,3,1068,5.9,11.1,0.529,1.2,2.6,0.474,4.6,8.5,0.546,0.585,1.2,1.7,0.686,2.2,6.5,8.7,1.2,0.7,1.8,2.0,5.7,14.2
No,J.R. Smith,smithjr01,2017,NBA,31,CLE,SG,41,35,1187,3.7,10.8,0.346,2.9,8.2,0.351,0.8,2.6,0.329,0.479,0.3,0.5,0.667,0.5,2.9,3.4,1.9,1.2,0.3,0.8,2.3,10.6
No,Tony Snell,snellto01,2017,NBA,25,MIL,SG,80,80,2336,3.8,8.3,0.455,2.2,5.5,0.406,1.6,2.9,0.548,0.588,0.7,0.9,0.810,0.3,3.5,3.8,1.5,0.8,0.2,0.8,1.9,10.5
No,Marreese Speights,speigma01,2017,NBA,29,LAC,C,82,2,1286,6.8,15.3,0.445,2.9,7.8,0.372,3.9,7.6,0.520,0.539,3.4,3.8,0.876,2.5,8.0,10.4,1.8,0.6,1.1,1.9,6.4,19.9
No,Tiago Splitter,splitti01,2017,NBA,32,PHI,C,8,0,76,6.6,14.7,0.452,0.9,2.8,0.333,5.7,11.8,0.480,0.484,4.3,5.2,0.818,3.8,6.6,10.4,1.9,0.5,0.5,2.8,3.8,18.5
No,Nik Stauskas,stausni01,2017,NBA,23,PHI,SG,80,27,2188,4.1,10.4,0.396,2.2,5.9,0.368,2.0,4.5,0.433,0.500,2.0,2.5,0.813,0.3,3.4,3.7,3.1,0.7,0.5,2.1,2.4,12.4
No,Lance Stephenson,stephla01,2017,NBA,26,3TM,SG,18,0,361,5.4,12.0,0.450,0.6,2.0,0.300,4.8,10.0,0.480,0.475,0.8,1.3,0.615,0.4,4.8,5.2,5.9,0.5,0.3,2.6,3.2,12.2
No,Lance Stephenson,stephla01,2017,NBA,26,NOP,SG,6,0,162,5.8,12.2,0.473,0.2,2.2,0.100,5.6,10.0,0.556,0.482,1.1,1.8,0.625,0.7,3.3,4.0,6.4,0.4,0.2,2.4,4.0,12.9
No,Lance Stephenson,stephla01,2017,NBA,26,MIN,SG,6,0,67,5.4,11.3,0.476,0.0,1.1,0.000,5.4,10.2,0.526,0.476,0.5,1.1,0.500,0.0,5.4,5.4,2.7,0.0,0.0,2.1,1.1,11.3
No,Lance Stephenson,stephla01,2017,NBA,26,IND,SG,6,0,132,4.9,12.0,0.409,1.4,2.2,0.625,3.5,9.8,0.361,0.466,0.5,0.8,0.667,0.3,6.3,6.5,6.8,0.8,0.5,3.0,3.3,11.7
No,Jarnell Stokes,stokeja01,2017,NBA,23,DEN,C,2,0,7,5.1,5.1,1.000,0.0,0.0,,5.1,5.1,1.000,1.000,5.1,10.3,0.500,5.1,5.1,10.3,10.3,5.1,0.0,0.0,15.4,15.4
No,Diamond Stone,stonedi01,2017,NBA,19,LAC,C,7,0,24,4.5,19.5,0.231,0.0,0.0,,4.5,19.5,0.231,0.231,6.0,6.0,1.000,1.5,7.5,9.0,0.0,0.0,1.5,3.0,7.5,15.0
No,Rodney Stuckey,stuckro01,2017,NBA,30,IND,PG,39,0,696,4.7,12.6,0.373,1.0,3.1,0.317,3.7,9.5,0.391,0.412,4.1,5.5,0.748,0.3,4.0,4.3,4.3,0.8,0.0,2.7,2.3,14.5
No,Jared Sullinger,sullija01,2017,NBA,24,TOR,PF,11,1,118,4.6,14.3,0.319,0.9,5.5,0.167,3.7,8.8,0.414,0.351,1.2,2.4,0.500,3.1,5.2,8.2,0.9,1.2,0.3,1.2,5.2,11.3
No,Edy Tavares,tavarwa01,2017,NBA,24,2TM,C,2,0,28,5.1,6.4,0.800,0.0,0.0,,5.1,6.4,0.800,0.800,0.0,3.9,0.000,5.1,9.0,14.1,1.3,0.0,7.7,2.6,3.9,10.3
No,Edy Tavares,tavarwa01,2017,NBA,24,ATL,C,1,0,4,9.0,9.0,1.000,0.0,0.0,,9.0,9.0,1.000,1.000,0.0,18.0,0.000,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,18.0
No,Edy Tavares,tavarwa01,2017,NBA,24,CLE,C,1,0,24,4.5,6.0,0.750,0.0,0.0,,4.5,6.0,0.750,0.750,0.0,1.5,0.000,6.0,9.0,15.0,1.5,0.0,9.0,3.0,4.5,9.0
No,Isaiah Taylor,taylois01,2017,NBA,22,HOU,PG,4,0,52,0.7,4.8,0.143,0.0,1.4,0.000,0.7,3.5,0.200,0.143,0.7,1.4,0.500,0.7,1.4,2.1,2.1,0.7,0.7,0.0,4.2,2.1
No,Jeff Teague,teaguje01,2017,NBA,28,IND,PG,82,82,2657,5.4,12.3,0.442,1.2,3.4,0.357,4.2,8.9,0.475,0.492,4.9,5.6,0.867,0.4,4.0,4.5,8.7,1.4,0.4,2.9,2.2,17.0
No,Mirza Teletović,teletmi01,2017,NBA,31,MIL,PF,70,2,1133,5.0,13.3,0.373,3.3,9.7,0.341,1.7,3.6,0.460,0.498,1.1,1.4,0.778,0.3,4.8,5.1,1.5,0.4,0.4,1.2,3.5,14.3
No,Garrett Temple,templga01,2017,NBA,30,SAC,SG,65,20,1728,3.8,9.0,0.424,1.7,4.6,0.373,2.1,4.4,0.476,0.519,1.2,1.5,0.784,0.7,3.2,3.8,3.5,1.7,0.6,1.6,2.9,10.5
No,Jason Terry,terryja01,2017,NBA,39,MIL,SG,74,0,1365,2.8,6.4,0.432,1.9,4.5,0.427,0.8,1.9,0.444,0.582,0.6,0.8,0.828,0.4,2.4,2.8,2.6,1.2,0.5,0.9,2.5,8.1
No,Isaiah Thomas,thomais02,2017,NBA,27,BOS,PG,76,76,2569,9.6,20.6,0.463,3.4,9.1,0.379,6.1,11.6,0.528,0.546,8.3,9.1,0.909,0.6,2.3,2.9,6.3,1.0,0.2,2.9,2.3,30.8
No,Lance Thomas,thomala01,2017,NBA,28,NYK,PF,46,15,968,3.6,9.1,0.398,1.4,3.2,0.447,2.2,5.9,0.371,0.475,1.6,1.9,0.843,1.2,4.1,5.3,1.3,0.8,0.2,0.9,3.2,10.2
No,Hollis Thompson,thompho01,2017,NBA,25,2TM,SG,40,9,752,3.7,9.6,0.385,1.5,4.5,0.337,2.2,5.0,0.429,0.465,0.9,1.4,0.655,0.9,4.5,5.4,1.7,1.0,0.3,0.5,3.3,9.8
No,Hollis Thompson,thompho01,2017,NBA,25,PHI,SG,31,1,561,4.2,10.2,0.415,1.7,4.6,0.366,2.6,5.6,0.455,0.497,0.8,1.3,0.650,1.0,4.4,5.4,1.7,0.9,0.4,0.6,3.5,11.0
No,Hollis Thompson,thompho01,2017,NBA,25,NOP,SG,9,8,191,2.1,7.7,0.268,1.1,4.5,0.250,0.9,3.2,0.294,0.341,1.1,1.7,0.667,0.8,4.5,5.3,1.7,1.1,0.0,0.4,2.6,6.4
No,Klay Thompson,thompkl01,2017,NBA,26,GSW,SG,78,78,2649,8.8,18.7,0.468,3.6,8.8,0.414,5.1,9.9,0.516,0.565,2.5,3.0,0.853,0.7,3.2,3.9,2.2,0.9,0.5,1.7,1.9,23.7
No,Tristan Thompson,thomptr01,2017,NBA,25,CLE,C,78,78,2336,4.0,6.7,0.600,0.0,0.0,0.000,4.0,6.7,0.604,0.600,1.6,3.3,0.498,4.4,6.6,11.0,1.2,0.6,1.3,1.0,2.7,9.7
No,Marcus Thornton,thornma01,2017,NBA,29,WAS,SG,33,1,575,5.3,13.1,0.400,1.8,5.0,0.350,3.5,8.1,0.431,0.467,1.4,1.7,0.852,1.4,3.4,4.8,2.6,1.2,0.2,1.6,3.0,13.7
No,Mike Tobey,tobeymi01,2017,NBA,22,CHO,C,2,0,25,1.4,5.8,0.250,0.0,0.0,,1.4,5.8,0.250,0.250,0.0,0.0,,2.9,1.4,4.3,1.4,0.0,0.0,1.4,2.9,2.9
No,Anthony Tolliver,tollian01,2017,NBA,31,SAC,PF,65,9,1477,3.8,8.6,0.442,2.2,5.6,0.391,1.6,2.9,0.537,0.570,1.5,2.0,0.744,1.2,4.5,5.8,1.9,0.8,0.5,1.4,2.7,11.2
No,Axel Toupane,toupaax01,2017,NBA,24,2TM,SF,4,0,47,3.8,6.9,0.556,0.8,3.1,0.250,3.1,3.8,0.800,0.611,0.0,0.0,,0.0,0.8,0.8,0.0,0.8,0.8,0.0,4.6,8.4
No,Axel Toupane,toupaax01,2017,NBA,24,MIL,SF,2,0,6,0.0,6.0,0.000,0.0,6.0,0.000,0.0,0.0,,0.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0
No,Axel Toupane,toupaax01,2017,NBA,24,NOP,SF,2,0,41,4.4,7.0,0.625,0.9,2.6,0.333,3.5,4.4,0.800,0.688,0.0,0.0,,0.0,0.9,0.9,0.0,0.9,0.9,0.0,4.4,9.7
No,Karl-Anthony Towns,townska01,2017,NBA,21,MIN,C,82,82,3030,9.5,17.6,0.542,1.2,3.3,0.367,8.3,14.3,0.582,0.576,4.2,5.1,0.832,3.5,8.4,12.0,2.6,0.7,1.2,2.5,2.9,24.5
No,P.J. Tucker,tuckepj01,2017,NBA,31,2TM,SF,81,21,2236,3.2,7.8,0.413,1.1,3.2,0.357,2.1,4.6,0.451,0.485,1.2,1.5,0.774,1.9,5.7,7.6,1.6,1.9,0.3,1.1,3.2,8.7
No,P.J. Tucker,tuckepj01,2017,NBA,31,PHO,SF,57,17,1627,3.3,7.8,0.415,1.0,3.0,0.338,2.2,4.8,0.463,0.480,1.3,1.7,0.792,2.1,5.5,7.6,1.6,1.9,0.3,1.2,3.2,8.9
No,P.J. Tucker,tuckepj01,2017,NBA,31,TOR,SF,24,4,609,3.1,7.6,0.406,1.4,3.5,0.400,1.7,4.0,0.412,0.500,0.7,0.9,0.688,1.4,6.3,7.6,1.5,1.8,0.3,0.8,3.1,8.2
No,Evan Turner,turneev01,2017,NBA,28,POR,SF,65,12,1658,5.1,12.0,0.426,0.7,2.6,0.263,4.4,9.4,0.470,0.454,1.8,2.2,0.825,0.8,4.6,5.4,4.5,1.2,0.5,2.2,2.6,12.7
No,Myles Turner,turnemy01,2017,NBA,20,IND,C,81,81,2541,6.3,12.3,0.511,0.6,1.6,0.348,5.7,10.7,0.536,0.534,3.5,4.3,0.809,2.0,6.4,8.3,1.5,1.0,2.4,1.5,3.7,16.6
No,Beno Udrih,udrihbe01,2017,NBA,34,DET,PG,39,0,560,5.9,12.7,0.467,0.7,2.1,0.344,5.2,10.6,0.491,0.495,2.1,2.2,0.941,0.4,3.3,3.7,8.4,0.8,0.0,2.3,1.9,14.6
No,Tyler Ulis,ulisty01,2017,NBA,21,PHO,PG,61,15,1123,5.9,14.0,0.421,0.7,2.5,0.266,5.2,11.5,0.455,0.445,1.8,2.3,0.775,0.6,2.4,3.0,7.2,1.5,0.2,2.5,2.3,14.2
No,Jarrod Uthoff,uthofja01,2017,NBA,23,DAL,PF,9,0,115,5.0,11.9,0.421,0.9,2.8,0.333,4.1,9.1,0.448,0.461,1.6,2.2,0.714,2.5,4.4,6.9,2.8,0.6,1.3,0.9,2.5,12.5
No,Jonas Valančiūnas,valanjo01,2017,NBA,24,TOR,C,80,80,2066,6.8,12.2,0.557,0.0,0.0,0.500,6.8,12.2,0.557,0.558,3.1,3.8,0.811,3.9,9.3,13.2,1.0,0.6,1.1,1.8,3.8,16.7
No,Denzel Valentine,valende01,2017,NBA,23,CHI,SG,57,0,976,3.8,10.6,0.354,2.7,7.7,0.351,1.1,3.0,0.363,0.481,0.5,0.7,0.778,0.4,5.2,5.6,2.3,1.1,0.3,1.8,3.2,10.7
No,Fred VanVleet,vanvlfr01,2017,NBA,22,TOR,PG,37,0,294,4.8,13.6,0.351,1.3,3.6,0.379,3.4,10.0,0.341,0.401,2.2,2.7,0.818,0.5,4.7,5.1,4.3,2.0,0.4,1.8,4.4,13.1
No,Anderson Varejão,varejan01,2017,NBA,34,GSW,C,14,1,92,2.0,5.5,0.357,0.0,0.0,,2.0,5.5,0.357,0.357,3.1,4.3,0.727,4.7,5.9,10.6,3.9,1.2,1.2,3.1,6.3,7.0
No,Greivis Vásquez,vasqugr01,2017,NBA,30,BRK,PG,3,0,39,1.8,7.4,0.250,0.9,2.8,0.333,0.9,4.6,0.200,0.313,1.8,2.8,0.667,0.0,1.8,1.8,4.6,0.9,0.9,0.9,5.5,6.5
No,Rashad Vaughn,vaughra01,2017,NBA,20,MIL,SG,41,2,458,4.5,12.3,0.365,2.0,6.4,0.321,2.4,5.9,0.413,0.449,0.2,0.4,0.400,0.3,3.5,3.9,1.8,1.5,0.8,1.1,2.5,11.2
No,Noah Vonleh,vonleno01,2017,NBA,21,POR,PF,74,41,1265,3.7,7.7,0.481,0.2,0.6,0.350,3.5,7.1,0.492,0.494,1.7,2.7,0.638,3.7,7.3,11.0,0.9,0.9,0.8,1.8,4.4,9.3
No,Nikola Vučević,vucevni01,2017,NBA,26,ORL,C,75,55,2163,8.0,17.2,0.468,0.4,1.2,0.307,7.7,15.9,0.481,0.480,1.8,2.7,0.669,2.9,10.0,13.0,3.5,1.3,1.2,1.9,3.0,18.2
No,Sasha Vujačić,vujacsa01,2017,NBA,32,NYK,SG,42,4,408,3.7,12.0,0.309,2.0,6.5,0.311,1.7,5.5,0.306,0.393,1.5,2.1,0.708,1.1,4.1,5.2,4.6,1.1,0.2,1.4,3.4,10.9
No,Dwyane Wade,wadedw01,2017,NBA,35,CHI,SG,60,59,1792,8.3,19.2,0.434,0.9,2.9,0.310,7.4,16.3,0.456,0.457,4.5,5.6,0.794,1.3,4.2,5.4,4.6,1.7,0.8,2.8,2.3,22.0
No,Dion Waiters,waitedi01,2017,NBA,25,MIA,SG,46,43,1384,7.3,17.2,0.424,2.2,5.6,0.395,5.1,11.7,0.438,0.488,2.1,3.3,0.646,0.5,3.5,4.0,5.2,1.1,0.5,2.7,2.5,19.0
No,Kemba Walker,walkeke02,2017,NBA,26,CHO,PG,79,79,2739,8.5,19.0,0.444,3.2,7.9,0.399,5.3,11.1,0.476,0.527,4.0,4.7,0.847,0.6,3.5,4.0,5.7,1.1,0.3,2.2,1.6,24.1
No,John Wall,walljo01,2017,NBA,26,WAS,PG,78,78,2836,8.2,18.2,0.451,1.1,3.5,0.327,7.1,14.8,0.480,0.482,5.4,6.7,0.801,0.7,3.4,4.1,10.5,2.0,0.6,4.1,1.9,22.9
No,T.J. Warren,warretj01,2017,NBA,23,PHO,SF,66,59,2048,7.1,14.3,0.495,0.5,1.7,0.265,6.6,12.6,0.527,0.511,2.1,2.7,0.773,2.2,3.8,6.0,1.3,1.3,0.7,1.0,3.1,16.7
No,C.J. Watson,watsocj01,2017,NBA,32,ORL,PG,62,9,1012,3.4,8.8,0.387,1.1,3.7,0.305,2.3,5.1,0.448,0.452,2.0,2.3,0.864,0.6,2.6,3.2,4.1,1.5,0.1,1.7,3.0,10.0
No,Briante Weber,weberbr01,2017,NBA,24,2TM,PG,20,0,205,4.4,10.5,0.417,0.2,1.8,0.100,4.2,8.8,0.480,0.425,1.9,2.8,0.688,1.4,3.2,4.6,3.7,2.1,0.2,1.4,2.8,10.9
No,Briante Weber,weberbr01,2017,NBA,24,GSW,PG,7,0,46,3.9,11.0,0.357,0.0,2.3,0.000,3.9,8.6,0.455,0.357,1.6,2.3,0.667,0.0,3.1,3.1,3.9,2.3,0.8,2.3,3.1,9.4
No,Briante Weber,weberbr01,2017,NBA,24,CHO,PG,13,0,159,4.5,10.4,0.435,0.2,1.6,0.143,4.3,8.8,0.487,0.446,2.0,2.9,0.692,1.8,3.2,5.0,3.6,2.0,0.0,1.1,2.7,11.3
No,Russell Westbrook,westbru01,2017,NBA,28,OKC,PG,81,81,2802,10.6,24.9,0.425,2.6,7.5,0.343,8.0,17.4,0.459,0.476,9.1,10.8,0.845,1.8,9.3,11.1,10.8,1.7,0.4,5.6,2.4,32.9
No,David West,westda01,2017,NBA,36,GSW,C,68,0,854,5.7,10.6,0.536,0.1,0.3,0.375,5.6,10.3,0.541,0.542,1.8,2.4,0.768,2.0,6.6,8.6,6.4,1.8,2.0,3.3,4.4,13.3
No,Hassan Whiteside,whiteha01,2017,NBA,27,MIA,C,77,77,2513,7.8,13.9,0.557,0.0,0.0,,7.8,13.9,0.557,0.557,3.2,5.1,0.628,4.2,11.4,15.6,0.8,0.8,2.3,2.2,3.2,18.8
No,Isaiah Whitehead,whiteis01,2017,NBA,21,BRK,PG,73,26,1643,4.5,11.1,0.402,1.0,3.3,0.295,3.5,7.9,0.446,0.445,2.0,2.5,0.805,0.7,3.3,4.0,4.2,0.9,0.8,3.1,3.8,11.9
No,Okaro White,whiteok01,2017,NBA,24,MIA,PF,35,0,471,2.5,6.6,0.379,0.9,2.6,0.353,1.6,4.1,0.396,0.448,1.5,1.7,0.909,1.9,4.4,6.3,1.6,0.8,0.8,1.4,4.0,7.5
No,Andrew Wiggins,wiggian01,2017,NBA,21,MIN,SF,82,82,3048,8.4,18.5,0.452,1.2,3.4,0.356,7.2,15.1,0.473,0.484,4.9,6.4,0.760,1.2,2.7,3.9,2.2,1.0,0.4,2.2,2.2,22.8
No,C.J. Wilcox,wilcocj01,2017,NBA,26,ORL,SG,22,0,108,2.7,10.3,0.258,1.0,5.0,0.200,1.7,5.3,0.313,0.306,0.7,0.7,1.000,1.3,2.7,4.0,4.0,0.7,0.3,2.0,2.7,7.0
No,Alan Williams,willial03,2017,NBA,24,PHO,C,47,0,708,7.0,13.6,0.517,0.0,0.1,0.000,7.0,13.5,0.519,0.517,3.6,5.7,0.625,4.8,10.1,14.8,1.2,1.4,1.6,1.9,6.4,17.6
No,Deron Williams,willide01,2017,NBA,32,2TM,PG,64,44,1657,5.7,13.0,0.438,1.8,5.1,0.363,3.9,8.0,0.486,0.509,2.0,2.4,0.826,0.3,2.9,3.2,7.8,0.7,0.2,3.0,3.0,15.2
No,Deron Williams,willide01,2017,NBA,32,DAL,PG,40,40,1171,6.0,13.9,0.430,1.9,5.6,0.348,4.1,8.4,0.485,0.500,2.1,2.6,0.821,0.4,2.7,3.1,8.4,0.8,0.1,3.0,3.0,16.0
No,Deron Williams,willide01,2017,NBA,32,CLE,PG,24,4,486,5.0,10.9,0.463,1.6,3.9,0.415,3.4,7.0,0.489,0.537,1.6,1.9,0.840,0.1,3.3,3.3,6.4,0.4,0.4,3.0,3.1,13.3
No,Derrick Williams,willide02,2017,NBA,25,2TM,PF,50,11,804,4.8,10.9,0.443,1.3,4.3,0.309,3.5,6.6,0.531,0.504,2.6,4.0,0.652,0.9,5.0,5.8,1.3,0.6,0.3,1.3,2.7,13.6
No,Derrick Williams,willide02,2017,NBA,25,MIA,PF,25,11,377,5.2,13.1,0.394,0.9,4.3,0.200,4.3,8.8,0.489,0.427,3.0,4.8,0.620,1.5,5.4,7.0,1.3,0.9,0.5,1.3,3.2,14.1
No,Derrick Williams,willide02,2017,NBA,25,CLE,PF,25,0,427,4.6,9.0,0.505,1.8,4.4,0.404,2.8,4.6,0.600,0.603,2.3,3.3,0.692,0.3,4.6,4.8,1.2,0.4,0.2,1.2,2.3,13.2
No,Lou Williams,willilo02,2017,NBA,30,2TM,SG,81,1,1994,7.7,18.0,0.429,2.9,8.1,0.365,4.8,10.0,0.480,0.511,7.3,8.3,0.880,0.5,3.2,3.6,4.3,1.4,0.4,2.9,1.7,25.7
No,Lou Williams,willilo02,2017,NBA,30,LAL,SG,58,1,1403,8.4,18.8,0.444,3.1,8.1,0.385,5.2,10.7,0.489,0.527,7.8,8.8,0.884,0.4,3.0,3.4,4.7,1.7,0.3,3.1,1.7,27.7
No,Lou Williams,willilo02,2017,NBA,30,HOU,SG,23,0,591,6.2,16.1,0.386,2.5,7.9,0.318,3.7,8.2,0.452,0.464,6.0,6.9,0.867,0.7,3.5,4.3,3.4,0.9,0.5,2.4,1.5,20.9
No,Marvin Williams,willima02,2017,NBA,30,CHO,PF,76,76,2295,4.7,11.0,0.422,1.9,5.6,0.350,2.7,5.5,0.494,0.510,2.1,2.4,0.873,1.4,6.4,7.8,1.7,0.9,0.8,0.9,2.1,13.3
No,Reggie Williams,willire02,2017,NBA,30,NOP,SF,6,0,79,3.6,10.5,0.348,2.3,5.0,0.455,1.4,5.5,0.250,0.457,2.7,3.2,0.857,0.9,1.8,2.7,1.8,1.4,0.0,0.0,0.9,12.3
No,Troy Williams,willitr02,2017,NBA,22,2TM,SF,30,16,557,4.7,10.8,0.437,1.2,4.0,0.290,3.6,6.8,0.524,0.491,1.4,2.1,0.656,1.0,3.5,4.5,1.6,1.7,0.6,2.1,3.9,12.0
No,Troy Williams,willitr02,2017,NBA,22,MEM,SF,24,13,418,4.4,10.6,0.415,0.9,3.5,0.244,3.5,7.1,0.500,0.455,1.3,2.2,0.600,0.5,3.4,3.9,1.6,2.1,0.8,2.2,3.6,10.9
No,Troy Williams,willitr02,2017,NBA,22,HOU,SF,6,3,139,5.7,11.4,0.500,2.1,5.4,0.381,3.6,6.0,0.609,0.591,1.6,1.8,0.857,2.3,3.9,6.2,1.6,0.8,0.3,1.6,4.7,15.0
No,Kyle Wiltjer,wiltjky01,2017,NBA,24,HOU,PF,14,0,44,3.3,11.5,0.286,3.3,10.6,0.308,0.0,0.8,0.000,0.429,0.8,1.6,0.500,3.3,4.9,8.2,1.6,2.5,0.8,4.1,3.3,10.6
No,Justise Winslow,winslju01,2017,NBA,20,MIA,SF,18,15,625,4.6,13.0,0.356,0.4,2.0,0.200,4.2,10.9,0.384,0.371,1.7,2.7,0.617,1.3,4.1,5.4,3.8,1.5,0.3,1.9,3.0,11.3
No,Jeff Withey,witheje01,2017,NBA,26,UTA,C,51,1,432,4.6,8.6,0.534,0.0,0.1,0.000,4.6,8.5,0.539,0.534,3.0,4.0,0.750,4.3,5.7,10.1,0.6,1.3,2.7,1.2,4.3,12.2
No,Christian Wood,woodch01,2017,NBA,21,CHO,PF,13,0,107,4.0,7.7,0.522,0.0,1.7,0.000,4.0,6.1,0.667,0.522,3.7,5.0,0.733,4.7,5.0,9.8,0.7,1.0,2.0,2.4,3.7,11.8
No,Brandan Wright,wrighbr03,2017,NBA,29,MEM,PF,28,5,447,6.7,10.9,0.615,0.0,0.1,0.000,6.7,10.8,0.619,0.615,1.9,2.8,0.657,2.5,3.8,6.3,1.2,0.9,1.6,0.8,3.4,15.2
No,Delon Wright,wrighde01,2017,NBA,24,TOR,PG,27,0,446,4.0,9.4,0.422,0.8,2.4,0.333,3.1,6.9,0.453,0.466,3.4,4.4,0.764,1.3,2.6,3.9,4.6,2.2,0.9,2.0,2.5,12.1
No,James Young,youngja01,2017,NBA,21,BOS,SG,29,0,220,4.1,9.5,0.431,2.0,5.7,0.343,2.1,3.8,0.565,0.534,1.0,1.5,0.667,1.0,3.3,4.3,0.7,1.6,0.3,0.7,2.5,11.1
No,Joe Young,youngjo01,2017,NBA,24,IND,PG,33,0,135,6.9,19.2,0.361,1.3,6.1,0.217,5.6,13.1,0.429,0.396,2.9,4.0,0.733,0.3,4.3,4.5,4.0,1.1,0.0,1.3,1.3,18.1
No,Nick Young,youngni01,2017,NBA,31,LAL,SG,60,60,1556,6.3,14.6,0.430,3.9,9.7,0.404,2.4,4.9,0.481,0.564,1.8,2.1,0.856,0.6,2.6,3.2,1.3,0.9,0.3,0.8,3.2,18.3
